Titre sans typo	site :titre	num:volume	site:promotion	num:pp	ordre	identifiant	path	Auteur principal et sa Fonction	site :nom	site :prenom	Noter ici tout ce qui peut servir au prestataire	Autorité IdRef Forme retenue	IdRef ou ARK	num:ordre	num:id	site :id	Date d'édition	Promotion	TOME	COTE Thèse AN AB XXVIII 	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel
De l’état du commerce et de l’industrie à Amiens du xiie au xvie siècle	De l’état du commerce et de l’industrie à Amiens du <abbr>xii<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle	1-1847-1865	1855	23-26	05	ENCPOS_1855_05	ENCPOS/1855/ENCPOS_1855_05/	Hiélard, Charles-Léon	Hiélard	Charles-Léon			ABSENT			185505	1855	1852-1855	Promotion 1852-1855		NC		1100-1599			bon état	hielard	1	1100	1599		
Du commerce des marchands et usuriers lombards en France jusqu’à la fin du règne de Charles VI	Du commerce des marchands et usuriers lombards en France jusqu’à la fin du règne de Charles_VI	1-1847-1865	1855	27-29	06	ENCPOS_1855_06	ENCPOS/1855/ENCPOS_1855_06/	Junca, Marie-Joseph-Étienne	Junca	Marie-Joseph-Étienne			ABSENT			185506	1855	1852-1855	Promotion 1852-1855		NC		1000-1422			bon état	junca	1	1000	1422		
Géographie historique des bords du Rhône	Géographie historique des bords du Rhône	1-1847-1865	1855	31-34	07	ENCPOS_1855_07	ENCPOS/1855/ENCPOS_1855_07/	Paradis, Auguste	Paradis	Auguste			ABSENT			185507	1855	1852-1855	Promotion 1852-1855		NC		-500-1855			bon état	paradis	1	-500	1855		
Office de l’amiral en France du xiiie au xviie siècle	Office de l’amiral en France du <abbr>xiii<sup>e</sup></abbr> au <abbr>xvii<sup>e</sup></abbr> siècle	1-1847-1865	1855	33-38	08	ENCPOS_1855_08	ENCPOS/1855/ENCPOS_1855_08/	Rosenzweig, Louis	Rosenzweig	Louis		Rosenzweig, Louis (1830-1884)	 https://www.idref.fr/032899092			185508	1855	1852-1855	Promotion 1852-1855		NC		1200-1699			bon état	rosenzweig	1	1200	1699		
pages liminaires		1-1847-1865	1856	0-2	PREV	ENCPOS_1856_PREV	ENCPOS/1856/ENCPOS_1856_PREV/																									
Recherches sur les divisions politiques de la Gaule au vie siècle	Recherches sur les divisions politiques de la Gaule au <abbr>vi<sup>e</sup></abbr> siècle	1-1847-1865	1856	3-8	01	ENCPOS_1856_01	ENCPOS/1856/ENCPOS_1856_01/	Baillet, Théophile	Baillet	Théophile		Baillet, Auguste (1834-1923)	https://www.idref.fr/035356480			185601	1856	1855-1856	Promotion 1855-1856		NC		500-599			bon état	baillet	1	500	599		
Monographie de l’orgue	Monographie de l’orgue	1-1847-1865	1856	9-10	02	ENCPOS_1856_02	ENCPOS/1856/ENCPOS_1856_02/	Bertrand, Jean-Édouard	Bertrand	Jean-Édouard		Bertrand, Jean-Édouard	https://www.idref.fr/104824417			185602	1856	1855-1856	Promotion 1855-1856		NC		500-1850			bon état	bertrand	1	500	1850		
Essai sur le consulat de la mer	Essai sur le consulat de la mer	1-1847-1865	1856	11-12	03	ENCPOS_1856_03	ENCPOS/1856/ENCPOS_1856_03/	Blancard, Louis	Blancard	Louis		 Blancard, Louis (1831-1902) 	https://www.idref.fr/026731177			185603	1856	1855-1856	Promotion 1855-1856		NC		1099-1499			bon état	blancard	1	1099	1499		
Recherches sur le droit de grâce dans la monarchie française et particulièrement sous les rois de la troisième race	Recherches sur le droit_de_grâce dans la monarchie française et particulièrement sous les rois de la troisième race	1-1847-1865	1856	13-14	04	ENCPOS_1856_04	ENCPOS/1856/ENCPOS_1856_04/	Croset, Ernest	Croset	Ernest			ABSENT			185604	1856	1855-1856	Promotion 1855-1856		NC		987-1499			bon état	croset	1	987	1499		
Du symbolisme dans la poésie liturgique	Du symbolisme dans la poésie liturgique	1-1847-1865	1856	15-18	05	ENCPOS_1856_05	ENCPOS/1856/ENCPOS_1856_05/	Desjardins, Gustave	Desjardins	Gustave		Desjardins, Gustave (1834-1902)	https://www.idref.fr/033580804			185605	1856	1855-1856	Promotion 1855-1856		NC		500-1499			bon état	desjardins	1	500	1499		
Essai sur les causes de la dépopulation de la Dombes et l’origine de ses étangs	Essai sur les causes de la dépopulation de la Dombes et l’origine de ses étangs	1-1847-1865	1856	19-21	06	ENCPOS_1856_06	ENCPOS/1856/ENCPOS_1856_06/	Guigue, Claude	Guigue	Claude		Guigue, Marie-Claude (1832-1889)	 https://www.idref.fr/02690800X			185606	1856	1855-1856	Promotion 1855-1856		NC		500-1850			bon état	guigue		500	1850		
Christine de Pisan : sa vie et ses œuvres	Christine_de_Pisan : sa vie et ses œuvres	1-1847-1865	1856	23-25	07	ENCPOS_1856_07	ENCPOS/1856/ENCPOS_1856_07/	Pougin, Paul	Pougin	Paul		Pougin, Paul (1835-1902)	https://www.idref.fr/034769250			185607	1856	1855-1856	Promotion 1855-1856		NC		1364-1430			bon état	pougin	1	1364	1430		
Le Collège de Sorbonne, son fondateur, ses origines, sa constitution (de l’an 1250 jusqu’à l’époque de la restauration du collège sous le cardinal de Richelieu)	Le Collège de Sorbonne, son fondateur, ses origines, sa constitution (de l’an 1250 jusqu’à l’époque de la restauration du collège sous le cardinal de Richelieu)	1-1847-1865	1856	27-28	08	ENCPOS_1856_08	ENCPOS/1856/ENCPOS_1856_08/	Régnier, abbé Louis	Régnier	abbé Louis			ABSENT			185608	1856	1855-1856	Promotion 1855-1856		NC		1250-1699			bon état	regnier	1	1250	1699		
Essai sur les poésies de Gautier de Coincy, grand prieur de l’abbaye de Saint-Médard de Soissons	Essai sur les poésies de Gautier_de_Coincy, grand prieur de l’abbaye de Saint-Médard de Soissons	1-1847-1865	1856	29-30	09	ENCPOS_1856_09	ENCPOS/1856/ENCPOS_1856_09/	Soehnée, Wilhelm	Soehnée	Wilhelm			ABSENT			185609	1856	1855-1856	Promotion 1855-1856		NC		1178-1236			bon état	soehnee	1	1178	1236		
pages liminaires		1-1847-1865	1857	0-2	PREV	ENCPOS_1857_PREV	ENCPOS/1857/ENCPOS_1857_PREV/																									
Étude sur l’histoire de l’agriculture au temps des Francs : maison rustique mérovingienne	Étude sur l’histoire de l’agriculture au temps des Francs : maison rustique mérovingienne	1-1847-1865	1857	3-4	01	ENCPOS_1857_01	ENCPOS/1857/ENCPOS_1857_01/	Bauquier, Charles	Bauquier	Charles			ABSENT			185701	1857	1854-1857	Promotion 1854-1857		NC		500-750			bon état	bauquier	1	500	750		
Essai sur les clercs notaires et secrétaires du roi depuis leur établissement jusqu’en 1483, précédé d’une notice sur les referendarii, Cancellarii et Notarii sous les deux premières races, et sous la troisième jusqu’à Philippe IV	Essai sur les clercs notaires et secrétaires du roi depuis leur établissement jusqu’en 1483, précédé d’une notice sur les <i>Referendarii, Cancellarii</i> et <i>Notarii</i> sous les deux premières races, et sous la troisième jusqu’à Philippe_IV	1-1847-1865	1857	5-7	02	ENCPOS_1857_02	ENCPOS/1857/ENCPOS_1857_02/	Campardon, Louis-Émile	Campardon	Louis-Émile		Campardon, Émile (1837-1915)	https://www.idref.fr/026764296			185702	1857	1854-1857	Promotion 1854-1857		NC		1000-1483			bon état	campardon	1	1000	1483		
Le Conseil du roi au xive siècle	Le Conseil du roi au <abbr>xiv<sup>e</sup></abbr> siècle	1-1847-1865	1857	9-10	03	ENCPOS_1857_03	ENCPOS/1857/ENCPOS_1857_03/	L’épinois, De, Henri	L’épinois, De	Henri		L'Épinois, Henri de (1831-1890)	https://www.idref.fr/032563655			185704	1857	1854-1857	Promotion 1854-1857		NC		1300-1399			bon état	lepinois	1	1300	1399		
Des cours colongères en Alsace	Des cours colongères en Alsace	1-1847-1865	1857	11-12	04	ENCPOS_1857_04	ENCPOS/1857/ENCPOS_1857_04/	Kroeber, Auguste	Kroeber	Auguste			ABSENT			185703	1857	1854-1857	Promotion 1854-1857		NC		500-1850			bon état	kroeber	1	500	1850		
Le domaine, le revenu, le prix des choses dans le comté de Champagne en 1275-1287 et en 1340	Le domaine, le revenu, le prix des choses dans le comté de Champagne en 1275-1287 et en 1340	1-1847-1865	1857	13-18	05	ENCPOS_1857_05	ENCPOS/1857/ENCPOS_1857_05/	Lefèvre, André	Lefèvre	André		Lefèvre, André (1834-1904)	https://www.idref.fr/030248191			185705	1857	1854-1857	Promotion 1854-1857		NC		1275-1340			bon état	lefevre	1	1275	1340		
Du pillage de la maison et des biens de l’évêque, ve au xiiie siècle	Du pillage de la maison et des biens de l’évêque, <abbr>v<sup>e</sup></abbr> au <abbr>xiii<sup>e</sup></abbr> siècle	1-1847-1865	1857	19-20	06	ENCPOS_1857_06	ENCPOS/1857/ENCPOS_1857_06/	Raymond, Paul	Raymond	Paul		Raymond, Paul (1833-1878)	https://www.idref.fr/028170997			185706	1857	1854-1857	Promotion 1854-1857		NC		400-1299			bon état	raymond	1	400	1299		
pages liminaires		1-1847-1865	1858	0-2	PREV	ENCPOS_1858_PREV	ENCPOS/1858/ENCPOS_1858_PREV/																									
Essai sur Conrad de Wurzbourg	Essai sur Conrad_de_Wurzbourg	1-1847-1865	1858	3	01	ENCPOS_1858_01	ENCPOS/1858/ENCPOS_1858_01/	Brièle, Léon	Brièle	Léon		Brièle, Léon (1836-1893) 	https://www.idref.fr/033808937			185801	1858	1857-1858	Promotion 		NC		1225-1287			bon état	briele	1	1225	1287		
Notice sur le cartulaire de l’abbaye de Vierzon	Notice sur le cartulaire de l’abbaye de Vierzon	1-1847-1865	1858	5-6	02	ENCPOS_1858_02	ENCPOS/1858/ENCPOS_1858_02/	Daiguson, Maurice	Daiguson	Maurice			ABSENT			185802	1858	1857-1858	Promotion 1857-1858		NC		926-1499			bon état	daiguson	1	926	1499		
Essai sur l’origine et l’organisation des états provinciaux dans la Flandre wallonne	Essai sur l’origine et l’organisation des états provinciaux dans la Flandre wallonne	1-1847-1865	1858	7-26	03	ENCPOS_1858_03	ENCPOS/1858/ENCPOS_1858_03/	Desplanque, Alexandre	Desplanque	Alexandre		Desplanque, Alexandre (1835-1871)	https://www.idref.fr/07859491X			185803	1858	1857-1858	Promotion 1857-1858		NC		-50-1850			bon état	desplanque	1	-50	1850		
Étude sur l’établissement des généraux des aides	Étude sur l’établissement des généraux des aides	1-1847-1865	1858	27-28	04	ENCPOS_1858_04	ENCPOS/1858/ENCPOS_1858_04/	Gouget, Alexandre	Gouget	Alexandre		Gouget, Alexandre (1832-1889)	https://www.idref.fr/02825161X			185804	1858	1857-1858	Promotion 1857-1858		NC		1000-1499			bon état	gouget	1	1000	1499		
Étude critique sur la vie et l’ouvrage de Dudon de Saint-Quentin (De moribus et actis primorum Normanniae ducum libri tres)	Étude critique sur la vie et l’ouvrage de Dudon_de_Saint-Quentin (<i>De_moribus_et_actis_primorum_Normanniae_ducum_libri_tres</i>)	1-1847-1865	1858	29-33	05	ENCPOS_1858_05	ENCPOS/1858/ENCPOS_1858_05/	Lair, Jules	Lair	Jules		Lair, Jules (1836-1907)	https://www.idref.fr/028437543			185805	1858	1857-1858	Promotion 1857-1858		NC		1000-1099			bon état	lair	1	1000	1099		
Essai sur l’histoire et l’organisation du greffe au Parlement de Paris depuis les origines jusqu’au xvie siècle	Essai sur l’histoire et l’organisation du greffe au Parlement de Paris depuis les origines jusqu’au <abbr>xvi<sup>e</sup></abbr> siècle	1-1847-1865	1858	35-42	06	ENCPOS_1858_06	ENCPOS/1858/ENCPOS_1858_06/	Lot, Henri	Lot	Henri		 Lot, Henri 	 https://www.idref.fr/080456200			185806	1858	1857-1858	Promotion 1857-1858		NC		1200-1599			bon état	lot	1	1200	1599		
Étude historique sur la Jacquerie, d’après des documents en grande partie inédits	Étude historique sur la Jacquerie, d’après des documents en grande partie inédits	1-1847-1865	1858	43-45	07	ENCPOS_1858_07	ENCPOS/1858/ENCPOS_1858_07/	Luce, Siméon	Luce	Siméon		Luce, Siméon (1833-1892)	https://www.idref.fr/026997312			185807	1858	1857-1858	Promotion 1857-1858		NC		1358-1358			bon état	luce	1	1358	1358		
Étude historique et critique sur l’origine du ministère public	Étude historique et critique sur l’origine du ministère public	1-1847-1865	1858	47-53	08	ENCPOS_1858_08	ENCPOS/1858/ENCPOS_1858_08/	Périn, Jules	Périn	Jules	Voir ERRATUM en fin de tome	Périn, Jules-Albert-Henri (1834-1900)	https://www.idref.fr/079362583			185808	1858	1857-1858	Promotion 1857-1858		NC		-500-1850			bon état	perin	1	-500	1850		
De l’office du grand bouteiller et du grand échanson de France	De l’office du grand bouteiller et du grand échanson de France	1-1847-1865	1858	55-57	09	ENCPOS_1858_09	ENCPOS/1858/ENCPOS_1858_09/	Rendu, Athanase-Louis	Rendu	Athanase-Louis			ABSENT			185809	1858	1857-1858	Promotion 1857-1858		NC		500-1789			bon état	rendu	1	500	1789		
Essai sur le polyptyque et le premier cartulaire de Montier-en-Der	Essai sur le polyptyque et le premier cartulaire de Montier-en-Der	1-1847-1865	1858	59-67	10	ENCPOS_1858_10	ENCPOS/1858/ENCPOS_1858_10/	Thomeuf, Paul	Thomeuf	Paul			ABSENT			185810	1858	1857-1858	Promotion 1857-1858		NC		672-1399			bon état	thomeuf	1	672	1399		
pages postliminaires		1-1847-1865	1858	68-71	NEXT	ENCPOS_1858_NEXT	ENCPOS/1858/ENCPOS_1858_NEXT/																									
pages liminaires		1-1847-1865	1859	0-2	PREV	ENCPOS_1859_PREV	ENCPOS/1859/ENCPOS_1859_PREV/																									
Histoire du consulat de Cahors de 1200 à 1351	Histoire du consulat de Cahors de 1200 à 1351	1-1847-1865	1859	3-14	01	ENCPOS_1859_01	ENCPOS/1859/ENCPOS_1859_01/	Lacombe, Paul	Lacombe	Paul		Lacombe, Paul (1834-1919 ; archiviste-paléographe)	https://www.idref.fr/032302622			185904	1859	1858-1859	Promotion 1858-1859		NC		1200-1351			bon état	lacombe	1	1200	1351		
Thèse sur le cartulaire de l’abbaye de Pontigny (Yonne)	Thèse sur le cartulaire de l’abbaye de Pontigny (Yonne)	1-1847-1865	1859	15-20	02	ENCPOS_1859_02	ENCPOS/1859/ENCPOS_1859_02/	Chéron, Paul-Emmanuel	Chéron	Paul-Emmanuel			ABSENT			185902	1859	1858-1859	Promotion 1858-1859		NC		1114-1499			bon état	cheron	1	1114	1499		
Thèse sur le droit de chasse au Moyen Âge	Thèse sur le droit_de_chasse au Moyen_Âge	1-1847-1865	1859	21-25	03	ENCPOS_1859_03	ENCPOS/1859/ENCPOS_1859_03/	Chambur[E], De, Henri	Chambur[E], De	Henri			ABSENT			185901	1859	1858-1859	Promotion 1858-1859		NC		500-1499			bon état	chambur[e]	1	500	1499		
Administration d’une monnoyerie royale au Moyen Âge	Administration d’une monnoyerie royale au Moyen_Âge	1-1847-1865	1859	27-39	04	ENCPOS_1859_04	ENCPOS/1859/ENCPOS_1859_04/	Maupré, François	Maupré	François			ABSENT			185905	1859	1858-1859	Promotion 1858-1859		NC		1000-1499			bon état	maupre	1	1000	1499		
Des origines de la commune de Dijon	Des origines de la commune de Dijon	1-1847-1865	1859	41-44	05	ENCPOS_1859_05	ENCPOS/1859/ENCPOS_1859_05/	Gouvenain, De, Louis	Gouvenain, De	Louis		 Gouvenain, Louis de 	https://www.idref.fr/109284941			185903	1859	1858-1859	Promotion 1858-1859		NC		1100-1183			bon état	gouvenain	1	1100	1183		
pages liminaires		1-1847-1865	1861	0	PREV	ENCPOS_1861_PREV	ENCPOS/1861/ENCPOS_1861_PREV/																									
Philippe le Bel et Guy de Dampierre, essai sur la guerre de Flandre (1296-1304)	Philippe_le_Bel et Guy_de_Dampierre, essai sur la guerre_de_Flandre (1296-1304)	1-1847-1865	1861	1-5	01	ENCPOS_1861_01	ENCPOS/1861/ENCPOS_1861_01/	Durande, Henri-Amédée	Durande	Henri-Amédée			ABSENT			186101	1860	1859-1860	Promotion 1859-1860		NC		1296-1304			bon état	durande	1	1296	1304		
Essais historiques sur le règne de Charles le Chauve	Essais historiques sur le règne de Charles_le_Chauve	1-1847-1865	1861	7-11	02	ENCPOS_1861_02	ENCPOS/1861/ENCPOS_1861_02/	Faugeron, Hector-Paul	Faugeron	Hector-Paul		Faugeron, Hector-Paul (1838-1885)	 https://www.idref.fr/16118491X			186102	1860	1859-1860	Promotion 1859-1860		NC		843-877			bon état	faugeron	1	843	877		
Étude sur l’administration royale en Touraine de Philippe Auguste à Philippe le Bel	Étude sur l’administration royale en Touraine de Philippe_Auguste à Philippe_le_Bel	1-1847-1865	1861	13-14	03	ENCPOS_1861_03	ENCPOS/1861/ENCPOS_1861_03/	Lebrethon, Achille	Lebrethon	Achille		Lebrethon, Achille (18XX-....)	https://www.idref.fr/193854864			186103	1860	1859-1860	Promotion 1859-1860		NC		1180-1314			bon état	lebrethon	1	1180	1314		
De l’autorité de Grégoire de Tours, étude sur l'Histoire des Francs	De l’autorité de Grégoire_de_Tours, étude sur l’<i>Histoire_des_Francs</i>	1-1847-1865	1861	15-19	04	ENCPOS_1861_04	ENCPOS/1861/ENCPOS_1861_04/	Lecoy, Albert	Lecoy	Albert		Lecoy de La Marche, Albert (1839-1897)	https://www.idref.fr/026977613			186104	1860	1859-1860	Promotion 1859-1860		NC		539-594			bon état	lecoy	1	539	594		
Recherches sur la langue parlée en Gaule aux temps barbares (ve-ixe siècle)	Recherches sur la langue parlée en Gaule aux temps barbares (V<sup>e</sup>-IX<sup>e</sup> siècle)	1-1847-1865	1861	21-26	05	ENCPOS_1861_05	ENCPOS/1861/ENCPOS_1861_05/	Meyer, Paul	Meyer	Paul		Meyer, Paul (1840-1917)	 https://www.idref.fr/027026779			186105	1860	1859-1860	Promotion 1859-1860		NC		400-899			bon état	meyer	1	400	899		
Essai sur les révolutions intérieures de la ville de Beauvais depuis l’invasion franke jusqu’à l’établissement de la commune	Essai sur les révolutions intérieures de la ville de Beauvais depuis l’invasion franke jusqu’à l’établissement de la commune	1-1847-1865	1861	27-32	06	ENCPOS_1861_06	ENCPOS/1861/ENCPOS_1861_06/	Tourillon, Paul	Tourillon	Paul			ABSENT			186106	1860	1859-1860	Promotion 1859-1860		NC		275-1099			bon état	tourillon	1	275	1099		
pages liminaires		1-1847-1865	1862	0	PREV	ENCPOS_1862_PREV	ENCPOS/1862/ENCPOS_1862_PREV/																									
Essai sur la vie du roi Robert et sa politique	Essai sur la vie du roi Robert et sa politique	1-1847-1865	1862	1-5	01	ENCPOS_1862_01	ENCPOS/1862/ENCPOS_1862_01/	Buchère, Clément-Paul	Buchère	Clément-Paul			ABSENT			186201	1861	1860-1861	Promotion 1860-1861		NC		972-1031			bon état	buchere	1	972	1031		
Étude sur les désinences de la conjugaison française au xiie siècle (d’après une traduction des psaumes exécutée à cette époque et conservée actuellement à la bibliothèque Bodléienne)	Étude sur les désinences de la conjugaison française au <abbr>xii<sup>e</sup></abbr> siècle (d’après une traduction des psaumes exécutée à cette époque et conservée actuellement à la bibliothèque_Bodléienne)	1-1847-1865	1862	7-13	02	ENCPOS_1862_02	ENCPOS/1862/ENCPOS_1862_02/	Hubert, Théodore	Hubert	Théodore		Hubert, Théodore (1835-1904) 	http://catalogue.bnf.fr/ark:/12148/cb10825999j			186202	1861	1860-1861	Promotion 1860-1861		NC		1100-1199			bon état	hubert	1	1100	1199		
Quelques observations sur le règne d’Henri Ier, roi de France	Quelques observations sur le règne d’Henri_Ier, roi de France	1-1847-1865	1862	15-16	03	ENCPOS_1862_03	ENCPOS/1862/ENCPOS_1862_03/	Pélicier, Paul	Pélicier	Paul		Pélicier, Paul (1838-1903)	https://www.idref.fr/032746105			186204	1861	1860-1861	Promotion 1860-1861		NC		1031-1060			bon état	pelicier	1	1031	1060		
Du rôle de l’accent latin dans la langue française	Du rôle de l’accent latin dans la langue française	1-1847-1865	1862	17-19	04	ENCPOS_1862_04	ENCPOS/1862/ENCPOS_1862_04/	Paris, Gaston	Paris	Gaston		Paris, Gaston (1839-1903)	 https://www.idref.fr/027058352			186203	1861	1860-1861	Promotion 1860-1861		NC		-500-1862			bon état	paris	1	-500	1862		
De l’honor, seigneurie territoriale du Languedoc et particulièrement de l’honor des Juifs, du xie au xive siècle	De l’<i>honor</i>, seigneurie territoriale du Languedoc et particulièrement de l’<i>honor</i> des Juifs, du <abbr>xi<sup>e</sup></abbr> au <abbr>xiv<sup>e</sup></abbr> siècle	1-1847-1865	1862	21-25	05	ENCPOS_1862_05	ENCPOS/1862/ENCPOS_1862_05/	Saige, Gustave	Saige	Gustave		Saige, Gustave (1838-1905)	https://www.idref.fr/033141568			186205	1861	1860-1861	Promotion 1860-1861		NC		1000-1399			bon état	saige	1	1000	1399		
